Product,Author,Rating,Review,Date,date_review
Realme C61,Ram&amp;#39;s Ramu,4.4,Superb 👌,2 days ago,"Jun, 2025"
Realme C61,Kartik Mondal,5,Best,7 days ago,"Jun, 2025"
Realme C61,Sekh AKIB ALI,1,Ok ok,2 days ago,"Jun, 2025"
Samsung 7kg Washing Machine,Yogesh Lachure,4,"Writing review after use more than a month.
Excellent wash quality in one wash.",8 days ago,"Jun, 2025"
Samsung 7kg Washing Machine,mohit kumar,5,"Product experience excellent but delivery
experience is horrible.",19 days ago,"Jun, 2025"
Realme C61,Hariharan,5,Very worst product,1 day ago,"Jun, 2025"
Realme C61,Jithin Joy,3,Good,1 day ago,"Jun, 2025"
Realme C61,Flipkart Customer,5,Camera quality,4 days ago,"Jun, 2025"
Realme C61,Ashok Ningta,4,No good,4 days ago,"Jun, 2025"
Realme C61,Mukesh Kumar,1,Good,4 days ago,"Jun, 2025"
Realme C61,Flipkart Customer,4.4,Good,5 days ago,"Jun, 2025"
MarQ AC 2025,Mukesh Bhardwaj,1,"Great cooling, energy efficient and looks great 👍",2 days ago,"Jun, 2025"
MarQ AC 2025,saravanan anbu,5,Very good product 💯,3 days ago,"Jun, 2025"
MarQ AC 2025,VISHAL UPADHYAY,5,👍 Nice,9 days ago,"Jun, 2025"
MarQ AC 2025,K.s.patel Patel,3,Indoor out door over voice,10 days ago,"Jun, 2025"
MarQ AC 2025,Adv. Dr. Raj Sharma,3,"Product is good and cooling is good with such
27000 product",10 days ago,"Jun, 2025"
MarQ AC 2025,Dr.Bhargav Ray,3,"Bogus....10x10 feet room is not getting cold ...
Repeatadly customer care call we made...3 times
mechanics mace but couldn't resolved the
problems....they are so much non
cooperative...never buy this bogus ac",12 days ago,"Jun, 2025"
MarQ AC 2025,Arun Sharma,5,"After using a month product seems to perform
well..  Let's see how reliable this will be in
coming years or seasons",17 days ago,"Jun, 2025"
Realme C61,Flipkart Customer,4,its good,2 days ago,"Jun, 2025"
Realme C61,Ade Tharun,4,Poor in performance,Today,Unknown
